,0
rasio_apotek,0.3053293789672406
rasio_rsu_total,0.18598610022946996
rasio_klinik,0.12037078350841662
dens_puskesmas_total,0.08338409600036445
rasio_puskesmas_total,0.06478864198699662
dens_apotek,0.06293795641011135
dens_rsu_total,0.06264087974455099
kepadatan_penduduk,0.06157468469918668
dens_klinik,0.052987478453662744
